,Airport,FAA REGION,Departure Cancellations,Arrival Cancellations,Departure Diversions,Arrival Diversions,departures for metric computation,arrivals for metric computation,percent on-time gate departures,percent on-time airport departures,percent on-time gate arrivals,average_gate_departure_delay,average_taxi_out_time,average taxi out delay,average airport departure delay,average airborne delay,average taxi in delay,average block delay,average gate arrival delay,Arrival Percentage,Departure Percentage,No Diversion Percentage,Overall Chance of No Problems
339,CLT,ASO,1569.0,1742.0,283.0,204.0,234974.0,234521.0,0.7799,0.6602,0.7785,12.07,17.3,6.28,17.31,5.89,2.15,4.06,12.22,0.992572093757,0.993322665486,0.997925430516,0.99460672992
340,CLT,ASO,2170.0,2406.0,288.0,131.0,241960.0,241616.0,0.7296,0.5971,0.7395,14.59,17.95,6.61,20.42,4.93,2.54,4.46,14.04,0.990042050195,0.991031575467,0.998267076943,0.993113567535
341,CLT,ASO,1986.0,2227.0,277.0,254.0,248162.0,248224.0,0.7861,0.6276,0.7835,12.19,18.92,7.78,19.12,3.86,1.93,4.15,11.93,0.991028264793,0.991997163143,0.997860535954,0.99362865463
342,CLT,ASO,1149.0,1331.0,254.0,165.0,238676.0,238622.0,0.8175,0.68,0.8058,10.31,18.47,7.03,16.31,2.98,1.55,3.8,10.53,0.994422140456,0.995185942449,0.998244283446,0.995950788784
343,CLT,ASO,1616.0,1790.0,217.0,175.0,248474.0,248301.0,0.8324,0.739,0.8324,9.88,17.16,5.44,14.38,2.64,2.66,3.17,9.66,0.992791007688,0.993496301424,0.998421820744,0.994903043285
344,CLT,ASO,2230.0,2505.0,242.0,290.0,254209.0,253986.0,0.7902,0.6927,0.7926,12.33,17.85,5.52,16.84,2.39,3.44,3.58,11.82,0.99013725166,0.991227690601,0.997906315489,0.99309041925
345,CLT,ASO,1097.0,1342.0,194.0,174.0,260789.0,260134.0,0.8348,0.7641,0.8453,9.39,16.9,4.44,12.73,2.58,2.99,2.68,8.71,0.994841120346,0.995793534236,0.998587123241,0.996407259274
346,CLT,ASO,1701.0,1968.0,260.0,159.0,263287.0,262066.0,0.805,0.7169,0.8076,11.37,17.79,5.18,15.41,3.36,2.86,3.6,11.02,0.992490441339,0.993539369585,0.998404882051,0.994811564325
347,CLT,ASO,1925.0,2145.0,163.0,214.0,257713.0,257585.0,0.7841,0.7102,0.8166,12.23,16.75,4.19,15.69,3.09,3.11,2.93,10.55,0.991672651746,0.99253045054,0.998536769015,0.994246623767
348,RDU,ASO,1597.0,1559.0,139.0,105.0,91681.0,92066.0,0.7774,0.7437,0.7482,13.02,12.25,3.27,15.22,2.39,1.17,3.47,14.07,0.983066495775,0.982580905531,0.997344174327,0.987663858544
349,RDU,ASO,1235.0,1269.0,182.0,91.0,92688.0,92884.0,0.7808,0.7412,0.7541,12.61,12.41,3.49,15.22,2.32,1.23,3.02,13.8,0.986337797683,0.986675729328,0.997057745781,0.990023757597
350,RDU,ASO,1167.0,1156.0,178.0,131.0,88135.0,88308.0,0.7544,0.7122,0.7248,14.76,13.08,3.76,17.55,2.47,1.16,3.55,15.98,0.986909453277,0.986758949339,0.996497452435,0.990055285017
351,RDU,ASO,1434.0,1400.0,198.0,81.0,92590.0,92877.0,0.7479,0.7038,0.7127,15.65,13.49,3.85,18.67,2.64,1.39,3.54,17.23,0.984926300376,0.984512366346,0.99699137852,0.988810015081
352,RDU,ASO,1253.0,1185.0,136.0,91.0,82686.0,82877.0,0.7737,0.7241,0.7281,14.46,13.82,4.08,17.59,2.83,1.34,3.79,16.46,0.985701702523,0.984846285949,0.997257841426,0.989268609966
353,RDU,ASO,845.0,791.0,109.0,71.0,73183.0,73439.0,0.798,0.7486,0.7757,12.79,14.18,4.07,15.83,2.66,1.12,3.29,13.07,0.98922915617,0.988453602613,0.997544706797,0.991742488527
354,RDU,ASO,1207.0,1134.0,115.0,73.0,70023.0,70222.0,0.7987,0.7516,0.7737,12.47,13.87,3.53,15.03,2.6,0.97,2.63,13.01,0.983851214719,0.982762806506,0.997318977504,0.987977666243
355,RDU,ASO,1020.0,923.0,99.0,63.0,71200.0,71153.0,0.7824,0.7408,0.7668,13.83,13.68,3.2,16.04,2.44,0.86,2.69,13.63,0.987027953846,0.985674157303,0.997723967883,0.990142026344
356,RDU,ASO,679.0,620.0,88.0,56.0,68663.0,68555.0,0.8108,0.7708,0.7992,11.89,13.58,3.15,14.05,2.16,0.93,2.11,11.53,0.990956166582,0.990111122439,0.997901149995,0.992989479672
357,RDU,ASO,926.0,855.0,95.0,65.0,67514.0,67182.0,0.7843,0.7276,0.7636,13.8,14.42,4.14,16.86,2.25,1.28,2.74,13.8,0.987273376797,0.986284326214,0.99762427986,0.99039399429
358,RDU,ASO,1156.0,1019.0,82.0,66.0,67367.0,67330.0,0.7563,0.7179,0.752,15.0,13.67,2.83,17.11,2.47,0.9,2.8,14.55,0.984865587405,0.982840263037,0.997802475185,0.988502775209
359,LAS,AWP,1484.0,1347.0,289.0,195.0,196424.0,196144.0,0.7609,0.6589,0.7631,12.72,16.2,5.89,17.67,2.38,1.51,3.29,13.28,0.99313259646,0.992444915082,0.99753418516,0.994370565567
360,LAS,AWP,1400.0,1271.0,300.0,173.0,212089.0,212329.0,0.741,0.6581,0.7621,13.41,15.39,4.69,17.3,2.19,1.77,3.09,12.99,0.994014006565,0.993398997591,0.997771065318,0.995061356491
361,LAS,AWP,1609.0,1460.0,377.0,245.0,216984.0,217891.0,0.737,0.6255,0.7433,13.78,16.45,6.0,18.81,2.16,1.8,3.66,13.76,0.993299401995,0.992584706706,0.997139407876,0.994341172192
362,LAS,AWP,1842.0,1677.0,424.0,181.0,223643.0,225495.0,0.7447,0.6177,0.7494,13.81,16.9,6.56,19.42,2.29,2.01,3.4,13.79,0.992563028005,0.991763659046,0.99730595051,0.993877545854
363,LAS,AWP,2057.0,1805.0,339.0,400.0,207552.0,208196.0,0.762,0.6664,0.7586,13.95,16.28,5.65,18.58,2.24,1.7,3.63,13.92,0.991330284924,0.990089230651,0.996444961852,0.992621492475
364,LAS,AWP,991.0,924.0,272.0,146.0,183201.0,183116.0,0.7923,0.7356,0.8069,11.31,14.47,3.94,14.28,1.76,1.53,2.71,10.42,0.994954018218,0.994590640881,0.997717823634,0.995754160911
365,LAS,AWP,1016.0,964.0,303.0,174.0,174475.0,174562.0,0.7742,0.7168,0.8008,12.32,14.14,3.87,15.26,1.61,1.57,2.24,10.79,0.99447760681,0.994176816163,0.997266765415,0.995307062796
366,LAS,AWP,1143.0,1088.0,281.0,160.0,181828.0,181770.0,0.775,0.7176,0.7955,12.37,14.26,3.79,15.27,1.57,1.59,2.56,11.14,0.99401441382,0.993713839453,0.997574244083,0.995100832452
367,LAS,AWP,918.0,817.0,239.0,182.0,179153.0,180035.0,0.7802,0.7286,0.8051,12.47,13.93,3.5,15.13,1.47,2.1,2.34,10.84,0.995461993501,0.994875888207,0.997655823691,0.9959979018
368,LAS,AWP,777.0,726.0,274.0,156.0,177409.0,179793.0,0.7477,0.6901,0.7771,14.46,13.99,3.62,17.37,1.29,1.73,2.66,12.84,0.995962022993,0.995620289839,0.997592398699,0.99639157051
369,LAS,AWP,1115.0,1035.0,266.0,159.0,181578.0,181929.0,0.7394,0.6887,0.7643,14.77,13.61,3.35,17.47,1.71,1.77,2.89,13.47,0.994310967465,0.993859388252,0.997661668138,0.995277341285
370,BNA,ASO,752.0,723.0,163.0,49.0,84167.0,84551.0,0.7849,0.7597,0.7638,11.37,10.63,2.5,13.34,3.52,0.75,2.83,12.8,0.991448947972,0.991065381919,0.997486930855,0.993333753582
371,BNA,ASO,706.0,642.0,138.0,84.0,83922.0,84108.0,0.7837,0.7614,0.7655,11.61,10.9,2.51,13.43,3.48,0.89,2.57,12.79,0.99236695677,0.99158742642,0.997357614712,0.993770665967
372,BNA,ASO,739.0,712.0,187.0,87.0,80868.0,80903.0,0.7649,0.7339,0.7472,13.18,11.6,2.74,15.21,3.35,1.0,2.82,14.26,0.991199337478,0.990861651086,0.996612495441,0.992891161335
373,BNA,ASO,973.0,931.0,163.0,82.0,81020.0,81183.0,0.7513,0.7282,0.7265,14.56,11.51,2.37,16.08,3.26,1.31,3.11,15.83,0.98853208184,0.9879906196,0.996979094098,0.991167265179
374,BNA,ASO,791.0,743.0,169.0,58.0,75174.0,75172.0,0.7713,0.7424,0.7518,13.75,11.66,2.56,15.57,2.88,1.1,2.95,14.53,0.990116000639,0.989477744965,0.996980298777,0.992191348127
375,BNA,ASO,573.0,496.0,132.0,78.0,69219.0,69209.0,0.7961,0.7722,0.7871,12.05,11.37,2.18,13.35,2.61,1.03,2.72,12.04,0.992833302027,0.991721926061,0.996965931748,0.993840386612
376,BNA,ASO,886.0,830.0,137.0,98.0,69024.0,69292.0,0.7733,0.736,0.783,12.74,11.8,2.64,14.54,2.3,1.09,2.52,11.87,0.988021705247,0.987163885025,0.996601983863,0.990595858045
377,BNA,ASO,795.0,772.0,140.0,79.0,69429.0,69281.0,0.7883,0.7602,0.7869,12.51,11.51,2.43,14.06,1.94,0.86,2.48,12.22,0.988856973773,0.988549453398,0.996842332925,0.991416253366
378,BNA,ASO,579.0,527.0,100.0,89.0,69369.0,69234.0,0.8155,0.791,0.805,11.02,11.28,2.24,12.32,1.68,0.97,2.13,11.09,0.992388132998,0.99165333218,0.997272786303,0.993771417161
379,BNA,ASO,870.0,775.0,157.0,71.0,71623.0,71103.0,0.7639,0.7292,0.7599,13.91,12.07,2.96,15.84,1.61,1.19,2.76,13.85,0.989100319255,0.98785306396,0.996805067052,0.991252816756
380,BNA,ASO,1266.0,1222.0,152.0,60.0,70497.0,70414.0,0.7404,0.7064,0.7364,15.44,12.15,2.71,17.31,1.85,1.21,3.01,15.4,0.982645496634,0.982041789012,0.996991008509,0.987226098052
381,SJC,AWP,849.0,797.0,83.0,83.0,75631.0,76805.0,0.8063,0.7764,0.783,9.75,12.05,3.07,11.97,2.64,0.82,2.58,11.3,0.989623071415,0.988774444342,0.997822036789,0.992073184182
382,SJC,AWP,764.0,691.0,87.0,43.0,72696.0,73263.0,0.8011,0.7849,0.7688,9.97,11.08,2.19,11.43,2.68,1.08,2.67,11.87,0.990568226799,0.989490480907,0.998218677848,0.992759128518
383,SJC,AWP,753.0,669.0,94.0,103.0,73196.0,73856.0,0.7908,0.7599,0.7588,10.55,11.92,3.06,12.65,2.47,0.99,2.94,12.25,0.990941832756,0.989712552599,0.997320675679,0.992658353678
384,SJC,AWP,737.0,678.0,108.0,57.0,73741.0,74273.0,0.7988,0.7761,0.7649,10.42,11.5,2.31,11.75,2.25,0.81,2.63,12.24,0.990871514548,0.990005560001,0.997770481171,0.992882518573
385,SJC,AWP,806.0,759.0,111.0,87.0,67435.0,67891.0,0.816,0.7987,0.7831,9.98,11.11,2.15,11.27,1.97,0.92,2.52,11.44,0.988820314917,0.988047749685,0.997073733059,0.991313932554
386,SJC,AWP,535.0,517.0,62.0,30.0,57650.0,57930.0,0.8437,0.8324,0.8189,8.21,10.55,1.74,9.1,1.61,0.92,1.9,9.18,0.991075435871,0.990719861232,0.998408029071,0.993401108724
387,SJC,AWP,380.0,351.0,72.0,43.0,52042.0,52357.0,0.7955,0.7859,0.7883,10.32,10.18,1.59,11.07,1.65,0.73,2.13,10.69,0.993296025364,0.992698205296,0.997796913764,0.994597048141
388,SJC,AWP,489.0,450.0,60.0,71.0,51848.0,52070.0,0.8084,0.7917,0.7975,9.9,10.2,1.83,10.99,1.36,0.68,2.05,10.37,0.991357787594,0.990568585095,0.997478781347,0.993135051345
389,SJC,AWP,398.0,361.0,49.0,33.0,50458.0,50521.0,0.8317,0.8131,0.8277,8.66,10.48,2.1,9.92,1.39,0.78,1.8,8.87,0.992854456563,0.992112251774,0.99837589994,0.994447536092
390,SJC,AWP,432.0,403.0,60.0,25.0,52414.0,52518.0,0.7862,0.763,0.7797,10.85,11.01,2.28,12.29,1.33,0.71,2.02,11.31,0.992326440459,0.991757927271,0.998379903175,0.994154756968
391,SJC,AWP,428.0,391.0,70.0,34.0,55558.0,55523.0,0.7589,0.737,0.7487,12.67,11.06,2.14,13.93,1.8,0.7,2.46,13.09,0.992957873314,0.992296338961,0.99812749255,0.994460568275
392,SFO,AWP,1768.0,1987.0,250.0,139.0,162677.0,166132.0,0.8245,0.767,0.7627,9.82,15.8,4.41,12.84,2.77,1.15,3.93,13.28,0.988039631137,0.989131837937,0.997633884717,0.991601784597
393,SFO,AWP,1644.0,1865.0,274.0,138.0,162913.0,164784.0,0.7958,0.7376,0.7438,12.21,15.72,4.15,15.17,2.91,1.32,4.06,15.25,0.988682153607,0.989908724288,0.997485482015,0.992025453304
394,SFO,AWP,2361.0,2530.0,238.0,129.0,166306.0,168661.0,0.7467,0.6851,0.7019,14.69,16.1,4.39,17.91,3.08,1.38,4.8,17.17,0.98499949603,0.985803278294,0.997808739368,0.989537171231
395,SFO,AWP,2550.0,2753.0,332.0,162.0,174691.0,174929.0,0.7459,0.6652,0.6959,15.32,17.32,5.25,19.36,3.42,1.6,4.8,18.14,0.984262186373,0.985402796939,0.99717407471,0.988946352674
396,SFO,AWP,2790.0,2984.0,342.0,243.0,180476.0,180799.0,0.7532,0.691,0.7007,16.12,17.2,4.51,19.52,3.59,1.77,4.72,19.46,0.983495483935,0.984540880782,0.996761469794,0.988265944837
397,SFO,AWP,1631.0,1860.0,302.0,194.0,178369.0,178980.0,0.7844,0.7347,0.7412,13.52,16.51,3.87,16.32,3.66,1.53,3.92,16.75,0.989607777405,0.990856034401,0.997224002306,0.992562604704
398,SFO,AWP,2702.0,2934.0,365.0,352.0,181495.0,181856.0,0.7549,0.7063,0.7176,16.22,16.0,3.73,18.88,3.65,1.73,3.89,19.17,0.983866355798,0.985112537535,0.996053402908,0.988344098747
399,SFO,AWP,2859.0,3019.0,324.0,321.0,189552.0,190242.0,0.7655,0.6995,0.7165,14.81,16.43,4.4,18.24,3.66,2.15,3.84,18.37,0.984130738743,0.984917067612,0.996603421855,0.988550409403
400,SFO,AWP,4014.0,4232.0,383.0,338.0,199751.0,200238.0,0.7294,0.6413,0.6978,17.53,17.48,5.32,21.86,3.24,3.07,3.69,21.01,0.978865150471,0.979904981702,0.99639490086,0.985055011011
401,SFO,AWP,3318.0,3503.0,431.0,476.0,198131.0,198877.0,0.7623,0.7034,0.727,15.05,16.43,4.13,18.08,2.99,2.23,3.27,18.44,0.98238609794,0.983253503995,0.995430822553,0.987023474829
402,SFO,AWP,4257.0,4493.0,441.0,375.0,206374.0,205946.0,0.736,0.6458,0.6993,16.16,17.84,5.59,20.69,3.2,2.17,3.71,19.65,0.978183601527,0.979372401562,0.996041909197,0.984532637429
403,OAK,AWP,689.0,655.0,112.0,69.0,96255.0,96429.0,0.7932,0.769,0.7908,10.21,10.58,2.48,12.21,3.78,0.91,2.62,10.76,0.993207437597,0.992841930289,0.998121276287,0.994723548057
404,OAK,AWP,610.0,634.0,119.0,74.0,96605.0,96399.0,0.781,0.7551,0.7752,10.44,10.86,2.69,12.35,3.91,1.03,2.79,11.19,0.99342316829,0.993685627038,0.99800004145,0.995036278926
405,OAK,AWP,918.0,952.0,115.0,148.0,98253.0,98229.0,0.7824,0.7546,0.7723,10.69,11.0,2.5,12.36,3.58,1.17,3.08,11.41,0.990308361075,0.990656773839,0.997322909987,0.992762681633
406,OAK,AWP,962.0,962.0,105.0,61.0,100168.0,99687.0,0.7917,0.7525,0.7822,10.58,11.14,2.64,12.55,3.41,1.58,2.83,11.36,0.990349794858,0.990396134494,0.998338795627,0.99302824166
407,OAK,AWP,964.0,979.0,111.0,73.0,87634.0,86950.0,0.8011,0.7798,0.785,10.36,10.22,1.97,11.63,2.55,0.89,2.36,11.24,0.988740655549,0.988999703312,0.997892132154,0.991877497005
408,OAK,AWP,599.0,588.0,55.0,37.0,69111.0,68371.0,0.8181,0.8067,0.8246,9.29,9.27,1.45,10.16,2.07,0.72,1.58,8.55,0.991399862515,0.991332783493,0.998661642979,0.993798096329
409,OAK,AWP,523.0,549.0,69.0,35.0,65832.0,65169.0,0.7772,0.7617,0.7899,11.06,9.16,1.61,12.03,2.17,0.69,1.9,10.5,0.991575749206,0.992055535302,0.998412225861,0.994014503456
410,OAK,AWP,603.0,621.0,61.0,27.0,64045.0,63242.0,0.7792,0.7576,0.7906,11.11,9.2,1.82,12.39,1.89,0.73,1.76,10.61,0.990180576199,0.990584745101,0.998617297917,0.993127539739
411,OAK,AWP,454.0,456.0,63.0,21.0,64124.0,63681.0,0.7932,0.7478,0.8041,10.62,10.37,2.85,12.92,1.98,1.18,1.91,10.12,0.992839308428,0.992919967563,0.998685497438,0.994814924476
412,OAK,AWP,472.0,488.0,60.0,45.0,60321.0,60591.0,0.7596,0.7321,0.7742,12.28,9.52,1.94,13.79,1.5,0.69,1.58,11.86,0.991945998581,0.992175196035,0.998263199682,0.994128131433
413,OAK,AWP,583.0,606.0,53.0,16.0,62502.0,62539.0,0.7003,0.6633,0.7139,15.03,10.0,2.22,16.97,1.98,1.37,2.44,14.93,0.990310046531,0.990672298486,0.998896361993,0.993292902337
414,SDF,ASO,421.0,359.0,43.0,44.0,71480.0,71254.0,0.6908,0.6431,0.7361,14.27,11.73,3.13,16.62,3.14,1.09,4.52,13.33,0.994961686361,0.994110240627,0.998780949178,0.995950958722
415,SDF,ASO,342.0,314.0,51.0,19.0,74853.0,74918.0,0.6405,0.5939,0.7037,16.32,11.85,3.39,18.97,3.17,1.49,4.82,14.63,0.995808750901,0.995431044848,0.999065239599,0.996768345116
416,SDF,ASO,226.0,189.0,52.0,32.0,72888.0,72864.0,0.6283,0.5702,0.6786,17.06,13.09,3.95,20.27,3.52,1.67,5.65,15.97,0.997406126482,0.996899352431,0.998847357155,0.997717612023
417,SDF,ASO,440.0,399.0,46.0,12.0,76091.0,75865.0,0.7061,0.6413,0.7182,14.87,12.91,3.34,17.54,3.4,1.17,4.63,14.6,0.994740657747,0.994217450158,0.999236621127,0.996064909678
418,SDF,ASO,405.0,360.0,60.0,31.0,69842.0,69458.0,0.7034,0.645,0.7157,15.22,12.7,3.03,17.72,3.51,1.29,5.13,14.97,0.994817011719,0.994201196987,0.998693467337,0.995903892014
419,SDF,ASO,276.0,238.0,42.0,36.0,63330.0,62958.0,0.7311,0.6821,0.7467,14.04,12.57,2.59,16.18,2.99,0.93,4.18,12.52,0.996219702024,0.995641875888,0.99876472824,0.996875435384
420,SDF,ASO,326.0,288.0,46.0,22.0,65983.0,65408.0,0.7105,0.6739,0.729,14.7,12.62,2.49,16.54,3.23,0.88,3.98,13.52,0.995596868885,0.995059333465,0.998964921494,0.996540374614
421,SDF,ASO,259.0,241.0,35.0,39.0,66057.0,65376.0,0.7105,0.6952,0.7288,14.57,11.91,1.58,15.48,3.22,0.6,3.98,13.58,0.996313631914,0.99607914377,0.998873950986,0.99708890889
422,SDF,ASO,164.0,140.0,34.0,21.0,64282.0,63257.0,0.7131,0.6973,0.7286,14.1,11.95,1.48,15.04,2.75,0.73,3.45,13.24,0.997786806203,0.997448741483,0.99913751872,0.998124355469
423,SDF,ASO,262.0,213.0,51.0,26.0,65029.0,63796.0,0.7236,0.6863,0.7131,14.24,12.54,2.05,16.02,2.45,0.75,3.53,14.23,0.996661232679,0.99597102831,0.998804579856,0.997145613615
424,SDF,ASO,434.0,383.0,54.0,15.0,64316.0,63805.0,0.715,0.6778,0.727,14.8,12.39,1.71,16.43,2.28,0.71,3.62,14.26,0.993997335632,0.993252067915,0.998922893203,0.995390765583
425,SMF,AWP,447.0,406.0,76.0,92.0,53184.875,53313.375,0.8196875,0.798175,0.793025,10.2125,10.36125,2.0225,11.49875,1.99,0.82375,2.03125,11.0,0.992384650193,0.991595354882,0.99684501858,0.993608341219
426,SMF,AWP,387.0,346.0,69.0,69.0,53184.875,53313.375,0.8196875,0.798175,0.793025,10.2125,10.36125,2.0225,11.49875,1.99,0.82375,2.03125,11.0,0.993510071347,0.992723495167,0.997408408119,0.994547324878
427,SMF,AWP,541.0,476.0,76.0,55.0,53184.875,53313.375,0.8196875,0.798175,0.793025,10.2125,10.36125,2.0225,11.49875,1.99,0.82375,2.03125,11.0,0.991071658847,0.989827935104,0.997539865679,0.99281315321
428,SMF,AWP,551.0,494.0,100.0,53.0,65686.0,65960.0,0.8025,0.769,0.7724,11.01,10.86,2.64,12.95,2.54,1.12,2.59,12.17,0.992510612492,0.991611606735,0.997675584522,0.99393260125
429,SMF,AWP,507.0,457.0,112.0,63.0,61470.0,61500.0,0.8067,0.7884,0.7706,11.12,10.46,1.93,12.29,2.13,0.73,2.49,12.13,0.992569105691,0.991752074183,0.997153777344,0.993824985739
430,SMF,AWP,344.0,324.0,58.0,24.0,52731.0,52905.0,0.8401,0.8281,0.8066,9.02,9.85,1.57,9.75,1.88,0.65,1.75,9.87,0.99387581514,0.993476323225,0.998447498959,0.995266545775
431,SMF,AWP,493.0,451.0,95.0,34.0,51516.0,51632.0,0.8209,0.8073,0.7886,9.97,9.64,1.48,10.86,1.93,0.66,1.98,11.1,0.99126510691,0.990430157621,0.997498739675,0.993064668069
432,SMF,AWP,538.0,506.0,74.0,59.0,50574.0,50719.0,0.8265,0.7981,0.8055,9.82,10.32,2.19,11.36,1.86,0.83,2.01,10.41,0.990023462608,0.98936212283,0.997373954765,0.992253180068
433,SMF,AWP,465.0,440.0,74.0,35.0,49016.0,49085.0,0.8505,0.8285,0.8311,8.97,10.43,2.2,10.4,1.71,1.01,1.69,9.28,0.991035958032,0.990513301779,0.99777780043,0.99310902008
434,SMF,AWP,437.0,390.0,75.0,26.0,46868.0,47183.0,0.8242,0.7999,0.8035,9.88,10.58,2.13,11.29,1.87,0.74,1.64,10.47,0.991734311087,0.990675940941,0.99785222911,0.993420827046
435,SMF,AWP,579.0,536.0,78.0,27.0,47618.0,47523.0,0.7861,0.7661,0.7659,11.91,10.75,2.04,13.09,2.0,0.85,2.1,12.57,0.988721250763,0.987840732496,0.997792749708,0.991451577656
436,STL,ACE,832.0,805.0,119.0,135.0,130440.0,130684.0,0.8232,0.8126,0.8263,10.0,11.42,1.67,10.94,3.93,0.53,2.06,9.76,0.993840102844,0.99362158847,0.998054564115,0.995172085143
437,STL,ACE,790.0,756.0,136.0,116.0,134794.0,134879.0,0.8164,0.7915,0.8193,10.41,11.69,2.68,12.15,3.6,1.31,2.09,10.72,0.994394976238,0.994139205009,0.998131069851,0.995555083699
438,STL,ACE,994.0,940.0,158.0,119.0,127485.0,127934.0,0.794,0.7746,0.8061,11.71,11.49,2.06,13.03,3.03,0.79,2.25,11.43,0.992652461425,0.992203004275,0.997831014921,0.994228826874
439,STL,ACE,1292.0,1256.0,138.0,144.0,118824.0,119185.0,0.761,0.7371,0.7604,14.26,11.45,2.15,15.77,3.66,1.18,2.69,14.37,0.989461761128,0.989126775736,0.99763034171,0.992072959524
440,STL,ACE,1316.0,1244.0,162.0,165.0,116267.0,116638.0,0.7737,0.7515,0.7758,13.73,11.4,2.19,15.22,3.95,1.15,2.92,13.86,0.989334522197,0.988681225111,0.99719198815,0.991735911819
441,STL,ACE,695.0,642.0,113.0,83.0,98714.0,98773.0,0.8163,0.7976,0.8168,10.74,11.0,1.76,11.93,3.29,0.78,2.25,10.54,0.993500248043,0.992959458638,0.998015059219,0.994824921967
442,STL,ACE,715.0,700.0,129.0,85.0,85835.0,85963.0,0.7849,0.7635,0.7952,12.16,10.84,1.89,13.33,2.78,1.28,2.5,11.6,0.991856961716,0.991670064659,0.99750870208,0.993678576152
443,STL,ACE,1238.0,1135.0,140.0,150.0,88445.0,88387.0,0.7855,0.7623,0.7897,12.52,10.74,1.95,13.86,2.41,1.38,2.79,12.15,0.987158745064,0.986002600486,0.99672005067,0.989960465407
444,STL,ACE,502.0,477.0,107.0,100.0,89904.0,89576.0,0.8094,0.7851,0.816,11.03,10.61,1.89,12.41,2.03,1.27,2.3,10.68,0.994674912923,0.99441626624,0.997693336305,0.995594838489
445,STL,ACE,765.0,708.0,116.0,114.0,87766.0,88139.0,0.7694,0.7416,0.7805,13.24,10.61,2.04,14.81,1.59,0.89,2.36,12.62,0.991967233574,0.99128364059,0.997384952105,0.993545275423
446,STL,ACE,1014.0,920.0,135.0,105.0,86632.0,86474.0,0.743,0.715,0.7506,15.01,10.74,2.1,16.62,1.78,0.99,2.75,14.64,0.989360963989,0.988295318127,0.997227132508,0.991627804875
447,DCA,AEA,2349.0,2159.0,164.0,190.0,134223.0,134342.0,0.8238,0.7812,0.8254,10.11,14.0,3.97,12.8,4.07,1.06,3.09,10.02,0.983929076536,0.982499273597,0.997363766686,0.987930705606
448,DCA,AEA,2855.0,2743.0,191.0,262.0,138576.0,138447.0,0.8128,0.7483,0.812,11.48,14.62,5.13,15.24,4.32,1.74,3.43,11.12,0.980187364118,0.979397586884,0.996729513434,0.985438154812
449,DCA,AEA,2495.0,2411.0,182.0,298.0,137261.0,137325.0,0.8014,0.7245,0.7912,11.95,15.49,5.4,16.15,3.73,1.53,3.86,12.32,0.982443109412,0.981822950437,0.99650382758,0.98692329581
450,DCA,AEA,3282.0,3119.0,212.0,212.0,135433.0,135603.0,0.7665,0.6801,0.7575,14.71,16.21,5.75,19.45,2.87,1.76,4.05,14.57,0.976999033945,0.975766615227,0.996871264334,0.983212304502
451,DCA,AEA,2735.0,2623.0,191.0,136.0,135908.0,136051.0,0.8213,0.7474,0.8126,11.67,15.81,4.98,15.69,4.22,1.29,3.12,11.25,0.98072046512,0.979876092651,0.997595225751,0.986063927841
452,DCA,AEA,1941.0,1817.0,159.0,237.0,133298.0,133540.0,0.8398,0.7676,0.8315,10.56,15.83,4.95,14.43,3.6,1.23,2.96,10.12,0.986393589936,0.98543864124,0.997031907,0.989621379392
453,DCA,AEA,3253.0,3132.0,155.0,168.0,133228.0,133440.0,0.8385,0.7749,0.8347,10.64,15.67,4.36,13.92,3.67,1.44,2.84,10.09,0.976528776978,0.975583210736,0.997577512112,0.983229833276
454,DCA,AEA,2496.0,2367.0,151.0,285.0,138494.0,138864.0,0.7982,0.7353,0.8045,13.12,16.11,4.3,16.51,4.13,1.28,3.09,12.11,0.982954545455,0.981977558595,0.996856048861,0.987262717637
455,DCA,AEA,1766.0,1690.0,125.0,189.0,140272.0,140686.0,0.8058,0.7397,0.8295,12.2,15.67,3.86,15.28,3.45,1.07,2.55,10.64,0.987987433007,0.987410174518,0.997764790467,0.991054132664
456,DCA,AEA,1711.0,1621.0,148.0,169.0,142830.0,142923.0,0.7975,0.7158,0.8199,13.01,16.51,4.67,17.0,3.39,1.19,2.63,11.38,0.988658228557,0.988020723938,0.997781300634,0.991486751043
457,DCA,AEA,2269.0,2167.0,130.0,175.0,139074.0,139259.0,0.7807,0.6936,0.8132,13.55,16.59,4.58,17.56,3.35,1.45,2.63,11.39,0.984439066775,0.983684944706,0.997808380609,0.988644130696
458,IAD,AEA,2856.0,3197.0,271.0,260.0,212945.0,215986.0,0.7261,0.6179,0.7484,15.71,18.82,7.17,21.45,5.05,1.28,3.79,15.09,0.985198114693,0.986588086126,0.997524077299,0.989770092706
459,IAD,AEA,2452.0,2604.0,182.0,140.0,233140.0,236001.0,0.7425,0.6573,0.7632,15.07,18.64,5.8,19.41,4.38,1.75,3.57,14.15,0.988966148449,0.989482714249,0.998627278366,0.992358713688
460,IAD,AEA,2232.0,2422.0,238.0,226.0,169691.0,172953.0,0.7311,0.6822,0.7441,16.89,17.16,4.23,19.91,4.36,1.93,3.28,15.84,0.985996195498,0.986846680142,0.997291649642,0.990044841761
461,IAD,AEA,2920.0,3116.0,180.0,168.0,171679.0,173013.0,0.7147,0.6361,0.7193,17.92,18.06,5.34,22.55,4.73,1.83,3.67,17.52,0.981989792675,0.982991513231,0.997980806053,0.98765403732
